"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
13-036328,ROBBERY-FIREARM,"2013-07-18 01:08:00",Thursday,"01:08",ROBBERY,09X,,"Pleasant Valley Avenue & Montgomery Street, Oakland, CA 94611, U",37.831513,-122.248962,Intersection,"http://oakland.crimespotting.org/crime/2013-07-18/Robbery/277954"
13-036312,"BURGLARY-FORCIBLE ENTRY","2013-07-18 00:15:00",Thursday,"00:15",BURGLARY,30Y,,"7900 block of MacArthur Boulevard, Oakland 94605",37.764647,-122.166568,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Burglary/277953"
13-036214,BATTERY,"2013-07-17 12:55:00",Wednesday,"12:55","SIMPLE ASSAULT",06X,,"1000 block of 34th Street, Oakland 94608",37.825025,-122.278239,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Simple_Assault/277952"
13-036211,"DISTURB THE PEACE","2013-07-17 12:10:00",Wednesday,"12:10","DISTURBING THE PEACE",17X,,"2000 block of 5th Avenue, Oakland 94606",37.800259,-122.24748,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Disturbing_The_Peace/277951"
13-036203,ROBBERY-FIREARM,"2013-07-17 11:51:00",Wednesday,"11:51",ROBBERY,19X,,"1500 block of 20th Avenue, Oakland 94606",37.787247,-122.238355,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Robbery/277950"
13-036198,"VEHICLE THEFT - AUTO","2013-07-17 11:23:00",Wednesday,"11:23","VEHICLE THEFT",04X,,"600 block of 15th Street, Oakland 94612",37.80697,-122.27567,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Vehicle_Theft/277949"
13-036195,VANDALISM,"2013-07-17 11:08:00",Wednesday,"11:08",VANDALISM,30Y,,"7700 block of MacArthur Boulevard, Oakland 94605",37.766536,-122.168227,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Vandalism/277948"
13-036194,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-17 10:45:00",Wednesday,"10:45",ROBBERY,08X,,"400 block of West MacArthur Boulevard, Emeryville, CA 94608, USA",37.825705,-122.262736,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Robbery/277947"
13-036166,BURGLARY-AUTO,"2013-07-17 07:45:00",Wednesday,"07:45",THEFT,22X,,"3401 Fruitvale Avenue, Oakland 94602",37.799483,-122.21686,Address,"http://oakland.crimespotting.org/crime/2013-07-17/Theft/277946"
13-036193,"THREAT CRIME:INT:TERRORIZE","2013-07-17 07:30:00",Wednesday,"07:30","SIMPLE ASSAULT",27Y,,"2500 block of 61st Avenue, Oakland 94605",37.770135,-122.189297,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Simple_Assault/277945"
13-036161,"VEHICLE THEFT - AUTO","2013-07-17 07:11:00",Wednesday,"07:11","VEHICLE THEFT",26X,,"4300 block of East 12th Street, Oakland 94601",37.771194,-122.214859,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Vehicle_Theft/277944"
13-036157,ROBBERY-FIREARM,"2013-07-17 07:07:00",Wednesday,"07:07",ROBBERY,10Y,,"4100 block of Martin Luther King Junior Way, Oakland 94609",37.83131,-122.26802,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Robbery/277943"
13-036148,"THEFT/PETTY THEFT W/PRIOR","2013-07-17 06:15:00",Wednesday,"06:15",THEFT,15X,,"200 block of East 18th Street, Oakland 94606",37.800093,-122.252596,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Theft/277942"
13-036144,ROBBERY-FIREARM,"2013-07-17 04:25:00",Wednesday,"04:25",ROBBERY,25X,,"4700 block of MacArthur Boulevard, Oakland 94619",37.785182,-122.190096,Street,"http://oakland.crimespotting.org/crime/2013-07-17/Robbery/277941"
13-035741,BATTERY,"2013-07-14 16:20:00",Sunday,"16:20","SIMPLE ASSAULT",30X,,"7100 block of Favor Street, Oakland 94621",37.762162,-122.1845,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277940"
13-035688,BATTERY,"2013-07-14 10:20:00",Sunday,"10:20","SIMPLE ASSAULT",20X,,"1900 block of Fruitvale Avenue, Oakland 94601",37.783655,-122.222654,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277939"
13-035678,"INFLICT CRPL INJ SP/COHAB","2013-07-14 09:39:00",Sunday,"09:39","AGGRAVATED ASSAULT",34X,,"1500 block of 88th Avenue, Oakland 94621",37.752048,-122.173203,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Aggravated_Assault/277938"
13-035678,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-07-14 09:39:00",Sunday,"09:39","AGGRAVATED ASSAULT",34X,,"1500 block of 88th Avenue, Oakland 94621",37.752048,-122.173203,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Aggravated_Assault/277937"
13-035674,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-07-14 09:32:00",Sunday,"09:32",NARCOTICS,32X,,"1300 block of 99th Avenue, Oakland 94605",37.743277,-122.170506,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Narcotics/277936"
13-035658,"VEHICLE THEFT - AUTO","2013-07-14 08:30:00",Sunday,"08:30","VEHICLE THEFT",12X,,"4000 block of Broadway, Oakland 94611",37.828386,-122.256067,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Vehicle_Theft/277935"
13-035655,ROBBERY-FIREARM,"2013-07-14 07:58:00",Sunday,"07:58",ROBBERY,25X,,"4500 block of MacArthur Boulevard, Oakland 94619",37.785559,-122.191374,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Robbery/277933"
13-035655,"ASSAULT WITH FIREARM ON PERSON","2013-07-14 07:58:00",Sunday,"07:58","AGGRAVATED ASSAULT",25X,,"4500 block of MacArthur Boulevard, Oakland 94619",37.785559,-122.191374,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Aggravated_Assault/277934"
13-035650,"SC BATTERY","2013-07-14 07:48:00",Sunday,"07:48","SIMPLE ASSAULT",01X,,"300 block of Broadway, Oakland 94607",37.796967,-122.275697,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277932"
13-035645,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-14 06:50:00",Sunday,"06:50","SIMPLE ASSAULT",30X,,"78th Avenue & Lockwood Street, Oakland, CA 94621, USA",37.760498,-122.178832,Intersection,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277931"
13-035643,BATTERY,"2013-07-14 03:30:00",Sunday,"03:30","SIMPLE ASSAULT",30Y,,"2600 block of 92nd Avenue, Oakland 94603",37.753476,-122.163467,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277930"
13-035638,BATTERY,"2013-07-14 03:08:00",Sunday,"03:08","SIMPLE ASSAULT",34X,,"9100 block of International Boulevard, Oakland 94603",37.748878,-122.173722,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277929"
13-035660,"VEHICLE THEFT - AUTO","2013-07-14 03:00:00",Sunday,"03:00","VEHICLE THEFT",03Y,94612,"300 block of 17th Street, Oakland 94612",37.805882,-122.267456,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Vehicle_Theft/277927"
13-035636,"EXHIBIT FIREARM","2013-07-14 03:00:00",Sunday,"03:00","SIMPLE ASSAULT",03Y,,"1400 block of Martin Luther King Junior Way, Oakland 94612",37.806751,-122.275598,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277925"
13-035660,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-14 03:00:00",Sunday,"03:00",ROBBERY,03Y,94612,"300 block of 17th Street, Oakland 94612",37.805882,-122.267456,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Robbery/277928"
13-035660,"BATTERY:SERIOUS BODILY INJ","2013-07-14 03:00:00",Sunday,"03:00","AGGRAVATED ASSAULT",03Y,94612,"300 block of 17th Street, Oakland 94612",37.805882,-122.267456,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Aggravated_Assault/277926"
13-035639,"BATTERY:SPOUSE/ETC","2013-07-14 02:42:00",Sunday,"02:42","SIMPLE ASSAULT",27X,,"4600 block of Bond Street, Oakland 94601",37.772626,-122.209461,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Simple_Assault/277924"
13-035680,ROBBERY-FIREARM,"2013-07-14 01:40:00",Sunday,"01:40",ROBBERY,12X,,"400 block of 40th Street, Oakland 94608",37.82892,-122.262149,Street,"http://oakland.crimespotting.org/crime/2013-07-14/Robbery/277923"
13-035596,ROBBERY-FIREARM,"2013-07-14 01:30:00",Sunday,"01:30",ROBBERY,04X,,"Broadway & 20th Street, Oakland, CA 94612, USA",37.809051,-122.268232,Intersection,"http://oakland.crimespotting.org/crime/2013-07-14/Robbery/277922"
13-035596,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-07-14 01:30:00",Sunday,"01:30","AGGRAVATED ASSAULT",04X,,"Broadway & 20th Street, Oakland, CA 94612, USA",37.809051,-122.268232,Intersection,"http://oakland.crimespotting.org/crime/2013-07-14/Aggravated_Assault/277921"
13-035580,BATTERY,"2013-07-13 15:19:00",Saturday,"15:19","SIMPLE ASSAULT",15X,,"Lakeshore Avenue, Oakland, CA, USA",37.80939,-122.246977,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Simple_Assault/277899"
13-035563,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-13 13:33:00",Saturday,"13:33","SIMPLE ASSAULT",23X,,"900 block of 34th Avenue, Oakland 94601",37.774282,-122.22532,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Simple_Assault/277898"
13-035562,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-07-13 13:10:00",Saturday,"13:10",NARCOTICS,32X,94603,"International Boulevard & 100th Avenue, Oakland, CA 94603, USA",37.742516,-122.169133,Intersection,"http://oakland.crimespotting.org/crime/2013-07-13/Narcotics/277897"
13-035556,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-13 11:50:00",Saturday,"11:50",ROBBERY,23X,,"3600 block of International Boulevard, Oakland 94601",37.775335,-122.22101,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Robbery/277896"
13-035547,"ASSAULT WITH CAUSTIC CHEMICAL/ETC","2013-07-13 11:15:00",Saturday,"11:15","AGGRAVATED ASSAULT",03X,,"600 block of Jackson Street, Oakland 94607",37.796871,-122.268398,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Aggravated_Assault/277895"
13-034332,"VEHICLE THEFT - AUTO","2013-07-13 09:30:00",Saturday,"09:30","VEHICLE THEFT",35X,,"8300 block of MacArthur Boulevard, Oakland 94605",37.762119,-122.164381,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Vehicle_Theft/277878"
13-035544,"VEHICLE THEFT - AUTO","2013-07-13 08:30:00",Saturday,"08:30","VEHICLE THEFT",32Y,,"2100 block of 108th Avenue, Oakland 94603",37.740088,-122.156721,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Vehicle_Theft/277891"
13-035511,BATTERY,"2013-07-13 03:00:00",Saturday,"03:00","SIMPLE ASSAULT",31Y,,"500 block of Hegenberger Road, Oakland 94621",37.744411,-122.19598,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Simple_Assault/277890"
13-035602,"ASSAULT ON PERSON","2013-07-13 03:00:00",Saturday,"03:00",BURGLARY,30X,,"2000 block of 80th Avenue, Oakland 94621",37.761,-122.172065,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Burglary/277889"
13-035568,"VEHICLE THEFT - AUTO","2013-07-13 02:30:00",Saturday,"02:30","VEHICLE THEFT",19X,,"1300 block of East 15th Street, Oakland 94606",37.789887,-122.245563,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Vehicle_Theft/277888"
13-035523,"BURGLARY-FORCIBLE ENTRY","2013-07-13 02:22:00",Saturday,"02:22",BURGLARY,27X,,"1400 block of High Street, Oakland 94601",37.772655,-122.213886,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Burglary/277887"
13-035509,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-13 02:10:00",Saturday,"02:10","SIMPLE ASSAULT",27X,,"5300 block of Fairfax Avenue, Oakland 94601",37.771568,-122.200786,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Simple_Assault/277886"
13-035514,BURGLARY-AUTO,"2013-07-13 01:00:00",Saturday,"01:00",THEFT,03Y,,"400 block of 10th Street, Oakland 94607",37.801607,-122.272968,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Theft/277885"
13-035502,BATTERY,"2013-07-13 00:40:00",Saturday,"00:40","SIMPLE ASSAULT",04X,,"1727 Telegraph Avenue, Oakland 94612",37.807351,-122.270458,Address,"http://oakland.crimespotting.org/crime/2013-07-13/Simple_Assault/277884"
13-035525,"VEHICLE THEFT - AUTO","2013-07-13 00:30:00",Saturday,"00:30","VEHICLE THEFT",22Y,,"3500 block of Midvale Avenue, Oakland 94602",37.794259,-122.201368,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Vehicle_Theft/277883"
13-035506,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-13 00:30:00",Saturday,"00:30","SIMPLE ASSAULT",28X,,"5300 block of Walnut Street, Oakland 94619",37.775564,-122.194788,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Simple_Assault/277882"
13-035501,ROBBERY-FIREARM,"2013-07-13 00:30:00",Saturday,"00:30",ROBBERY,08X,,"200 block of 29th Street, Oakland 94611",37.817125,-122.260271,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Robbery/277881"
13-035498,THEFT,"2013-07-13 00:15:00",Saturday,"00:15",THEFT,03X,,"1300 block of Broadway, Oakland 94612",37.804089,-122.271323,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Theft/277879"
13-035499,"ASSAULT WITH CAUSTIC CHEMICAL/ETC","2013-07-13 00:15:00",Saturday,"00:15","AGGRAVATED ASSAULT",21X,,"2400 block of 23rd Avenue, Oakland 94606",37.791416,-122.228403,Street,"http://oakland.crimespotting.org/crime/2013-07-13/Aggravated_Assault/277880"
13-035117,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-11 20:00:00",Thursday,"20:00",ROBBERY,14X,,"1300 block of Broadway, Oakland 94612",37.804089,-122.271323,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Robbery/277877"
13-035231,"DISTURB THE PEACE","2013-07-11 14:30:00",Thursday,"14:30","DISTURBING THE PEACE",03X,,"1000 block of Jefferson Street, Oakland 94607",37.803432,-122.2762,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Disturbing_The_Peace/277876"
13-035201,"VEHICLE THEFT - AUTO","2013-07-11 13:14:00",Thursday,"13:14","VEHICLE THEFT",31Y,,"Ney Avenue & Parker Avenue, Oakland, CA 94605, USA",37.76675,-122.166476,Intersection,"http://oakland.crimespotting.org/crime/2013-07-11/Vehicle_Theft/277875"
13-035197,"VEHICLE THEFT - AUTO","2013-07-11 13:00:00",Thursday,"13:00","VEHICLE THEFT",31Y,,"626 McClary Avenue, Oakland 94621",37.744909,-122.193351,Address,"http://oakland.crimespotting.org/crime/2013-07-11/Vehicle_Theft/277874"
13-035177,"BATTERY W/SERIOUS BODILY INJURY","2013-07-11 10:00:00",Thursday,"10:00","AGGRAVATED ASSAULT",29X,,"6900 block of MacArthur Boulevard, Oakland 94605",37.769255,-122.172159,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Aggravated_Assault/277873"
13-035162,"VANDALISM [UNDER $1,000] (AMENDED)","2013-07-11 09:25:00",Thursday,"09:25",VANDALISM,05X,,"1800 block of Linden Street, Oakland 94607",37.812584,-122.282708,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Vandalism/277872"
13-035162,"WILLFUL CRUELTY TO CHILD","2013-07-11 09:25:00",Thursday,"09:25","SIMPLE ASSAULT",05X,,"1800 block of Linden Street, Oakland 94607",37.812584,-122.282708,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Simple_Assault/277871"
13-035162,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-11 09:25:00",Thursday,"09:25","SIMPLE ASSAULT",05X,,"1800 block of Linden Street, Oakland 94607",37.812584,-122.282708,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Simple_Assault/277870"
13-035196,"BURGLARY-FORCIBLE ENTRY","2013-07-11 08:45:00",Thursday,"08:45",BURGLARY,17X,,"2000 block of 7th Avenue, Oakland 94606",37.798809,-122.245805,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Burglary/277869"
13-035136,"DISTURB THE PEACE","2013-07-11 07:03:00",Thursday,"07:03","DISTURBING THE PEACE",17X,,"1800 block of 7th Avenue, Oakland 94606",37.797464,-122.247666,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Disturbing_The_Peace/277868"
13-035134,BATTERY,"2013-07-11 06:40:00",Thursday,"06:40","SIMPLE ASSAULT",10Y,,"Martin Luther King Jr Elementary School, 960 10th Street, Oaklan",37.806039,-122.283025,Unknown,"http://oakland.crimespotting.org/crime/2013-07-11/Simple_Assault/277867"
13-035130,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-11 02:57:00",Thursday,"02:57","SIMPLE ASSAULT",30X,,"2600 block of Havenscourt Boulevard, Oakland 94605",37.768298,-122.183488,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Simple_Assault/277866"
13-035129,VANDALISM,"2013-07-11 02:35:00",Thursday,"02:35",VANDALISM,21Y,,"3000 block of Fruitvale Avenue, Oakland 94602",37.795204,-122.217604,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Vandalism/277865"
13-035203,"DISTURB THE PEACE","2013-07-11 00:00:00",Thursday,"00:00","DISTURBING THE PEACE",04X,,"200 block of Frank H Ogawa Plaza, Oakland 94612",37.804819,-122.271348,Street,"http://oakland.crimespotting.org/crime/2013-07-11/Disturbing_The_Peace/277864"
13-035034,BURGLARY-AUTO,"2013-07-10 12:00:00",Wednesday,"12:00",THEFT,12X,,"520 49th Street, Oakland 94609",37.836054,-122.263303,Address,"http://oakland.crimespotting.org/crime/2013-07-10/Theft/277863"
13-906811,BURGLARY-AUTO,"2013-07-10 11:20:00",Wednesday,"11:20",THEFT,,,"1600 block of Excelsior Avenue, Oakland 94602",37.801672,-122.222254,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Theft/277862"
13-035010,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-10 11:00:00",Wednesday,"11:00",ROBBERY,19X,,"700 block of International Boulevard, Oakland 94606",37.793896,-122.251272,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Robbery/277861"
13-035000,"VEHICLE THEFT - AUTO","2013-07-10 10:43:00",Wednesday,"10:43","VEHICLE THEFT",11X,,"595 62nd Street, Oakland 94609",37.847663,-122.26509,Address,"http://oakland.crimespotting.org/crime/2013-07-10/Vehicle_Theft/277860"
13-035021,"VEHICLE THEFT - AUTO","2013-07-10 10:40:00",Wednesday,"10:40","VEHICLE THEFT",13Y,,"1200 block of Mountain Boulevard, Oakland 94611",37.837679,-122.21874,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Vehicle_Theft/277859"
13-034983,"VEHICLE THEFT - AUTO","2013-07-10 09:30:00",Wednesday,"09:30","VEHICLE THEFT",29X,,"6100 block of Mauritania Avenue, Oakland 94605",37.776145,-122.180339,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Vehicle_Theft/277858"
13-034981,THEFT,"2013-07-10 09:11:00",Wednesday,"09:11",THEFT,26Y,,"6200 block of Fenham Street, Oakland 94621",37.76147,-122.19963,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Theft/277857"
13-035042,THEFT,"2013-07-10 09:00:00",Wednesday,"09:00",THEFT,21X,,"1900 block of 26th Avenue, Oakland 94601",37.785138,-122.228442,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Theft/277856"
13-034991,"EXHIBIT FIREARM","2013-07-10 08:30:00",Wednesday,"08:30","SIMPLE ASSAULT",26X,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-07-10/Simple_Assault/277855"
13-035029,"BURGLARY-NO FORCE","2013-07-10 08:30:00",Wednesday,"08:30",BURGLARY,17Y,,"2200 block of 14th Avenue, Oakland 94606",37.794852,-122.237891,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Burglary/277854"
13-035037,"SHOOT AT INHABITED DWELLING/VEHICLE/ETC","2013-07-10 05:15:00",Wednesday,"05:15","AGGRAVATED ASSAULT",18X,,"2100 block of East 17th Street, Oakland 94606",37.787283,-122.235803,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Aggravated_Assault/277853"
13-034965,"VEHICLE THEFT - AUTO","2013-07-10 04:40:00",Wednesday,"04:40","VEHICLE THEFT",33X,,"1000 block of 88th Avenue, Oakland 94621",37.748591,-122.18101,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Vehicle_Theft/277852"
13-906802,BURGLARY-AUTO,"2013-07-10 02:20:00",Wednesday,"02:20",THEFT,,,"10600 block of Pippin Street, Oakland 94603",37.733888,-122.174609,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Theft/277851"
13-034957,"ASSAULT WITH FIREARM ON PERSON","2013-07-10 01:53:00",Wednesday,"01:53","AGGRAVATED ASSAULT",27Y,,"5800 block of East 16th Street, Oakland 94621",37.766246,-122.198291,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Aggravated_Assault/277850"
13-034954,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-10 00:46:00",Wednesday,"00:46","SIMPLE ASSAULT",05Y,,"1600 block of 16th Street, Oakland 94607",37.813588,-122.294161,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Simple_Assault/277849"
13-034948,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-10 00:15:00",Wednesday,"00:15","SIMPLE ASSAULT",21Y,,"3200 block of Coolidge Avenue, Oakland 94602",37.795334,-122.211558,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Simple_Assault/277848"
13-034948,"BATTERY W/SERIOUS BODILY INJURY","2013-07-10 00:15:00",Wednesday,"00:15","AGGRAVATED ASSAULT",21Y,,"3200 block of Coolidge Avenue, Oakland 94602",37.795334,-122.211558,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Aggravated_Assault/277847"
13-034947,"VANDALISM (AMENDED)","2013-07-10 00:10:00",Wednesday,"00:10",VANDALISM,24Y,,"3400 block of Davis Street, Oakland 94601",37.787514,-122.215912,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Vandalism/277846"
13-034947,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-10 00:10:00",Wednesday,"00:10","SIMPLE ASSAULT",24Y,,"3400 block of Davis Street, Oakland 94601",37.787514,-122.215912,Street,"http://oakland.crimespotting.org/crime/2013-07-10/Simple_Assault/277845"
