id,lat,lon
400513,38.079501,-122.545844
400514,37.334602,-121.936288
400515,37.683298,-122.126995
400516,38.010005,-122.022018
400519,37.255257,-121.85256
400521,37.988028,-122.04042
400525,38.043798,-122.535322
400527,37.586468,-122.331956
400528,37.388893,-122.068829
400529,37.677613,-122.118725
400531,37.550384,-122.293465
400532,37.890463,-122.137515
400534,37.581087,-122.048943
400535,37.349742,-121.839177
400536,37.600243,-122.061912
400538,37.985094,-122.315756
400539,37.572566,-122.045996
400540,37.651586,-122.406767
400545,37.40013,-122.033628
400546,37.718485,-121.936023
400547,37.942551,-122.515478
400549,37.78073,-122.172868
400550,37.894371,-122.119889
400551,38.182062,-122.13374
400552,37.731804,-122.421878
400553,37.75547,-121.96262
400554,37.822058,-121.993283
400556,37.317592,-121.889632
400560,37.324839,-122.002891
400563,37.325188,-121.892923
400565,37.577648,-122.04799
400566,37.496379,-121.924336
400567,37.418931,-121.962821
400568,37.608375,-122.389578
400570,37.776614,-122.236242
400571,37.414204,-121.981514
400573,37.770861,-122.397356
400574,37.711717,-122.168258
400575,37.731873,-122.417757
400576,37.529088,-122.001101
400577,37.249661,-121.835108
400578,37.469698,-122.156754
400579,37.890953,-122.148661
400580,37.89816,-122.087509
400581,37.380572,-122.072863
400582,37.275212,-122.004898
400586,37.376835,-121.942537
400591,37.304727,-121.818118
400593,37.618189,-122.398826
400596,37.988065,-122.04064
400598,38.04987,-122.531433
400600,37.891528,-122.149959
400601,37.817578,-122.296578
400602,37.484231,-121.914324
400604,37.89803,-122.09204
400606,37.822295,-122.25977
400607,37.77487,-122.232742
400608,37.741927,-122.197422
400609,37.796547,-122.270242
400611,37.619533,-122.075651
400612,37.871861,-122.305215
400615,38.010378,-122.016544
400616,37.891578,-122.142555
400617,37.878808,-122.185235
400619,37.891509,-122.132425
400620,38.065599,-122.536996
400621,37.58677,-122.337944
400622,38.084865,-122.232917
400625,37.701329,-121.871949
400628,37.903475,-122.312712
400630,38.043717,-122.535012
400634,37.633433,-122.085877
400636,37.862541,-122.034194
400637,37.255322,-121.855765
400639,37.927097,-122.37423
400641,37.703028,-122.393657
400642,37.821318,-122.268956
400643,37.390763,-121.994912
400645,37.550117,-122.292942
400646,37.689634,-122.119252
400648,37.303016,-122.034801
400649,37.251741,-121.958118
400654,37.297581,-121.873949
400655,37.829582,-122.266637
400656,38.037559,-122.536356
400657,37.61287,-122.39602
400659,37.822953,-122.292056
400660,37.99801,-122.285108
400661,37.540675,-122.284186
400662,37.522375,-121.987291
400664,37.303573,-121.877981
400665,37.341821,-121.848758
400666,37.67425,-122.114421
400668,37.35512,-121.866967
400669,37.774755,-122.232821
400670,37.664733,-122.106795
400673,37.329972,-122.013423
400674,37.565692,-122.040628
400675,37.921473,-122.336918
400676,37.731577,-122.43422
400677,37.32001,-122.048757
400678,37.764978,-122.217592
400679,37.853676,-122.300011
400681,37.629653,-122.083176
400682,37.779555,-122.237925
400683,37.56726,-122.269207
400685,37.654859,-122.100333
400686,37.563681,-122.038765
400687,37.408459,-122.002706
400688,37.259412,-121.966974
400690,37.255184,-121.876817
400691,37.849518,-122.299187
400692,37.786914,-122.196329
400695,37.469056,-121.907897
400696,37.751639,-121.960097
400698,37.500427,-121.958791
400700,37.251345,-121.934089
400703,37.650243,-122.452302
400707,38.016258,-122.268312
400709,37.341275,-121.927699
400712,37.83533,-122.009544
400713,37.251585,-121.934046
400714,37.316788,-121.953512
400715,37.256205,-121.955355
400716,37.54901,-122.02445
400717,37.250424,-121.912467
400720,37.575964,-122.319373
400723,37.334296,-121.936706
400726,37.341729,-122.091188
400727,38.057889,-122.531097
400728,37.866567,-122.303586
400729,37.241625,-121.7675
400730,37.575865,-122.319539
400731,37.52126,-122.103026
400733,37.462878,-122.145152
400734,37.926527,-122.365224
400736,37.872735,-122.18927
400738,37.927273,-122.37421
400739,37.507992,-121.968393
400740,37.738012,-122.19424
400741,37.805372,-121.990474
400742,37.25555,-121.793969
400743,37.398989,-122.028373
400744,37.689976,-122.390983
400746,37.721564,-122.448231
400747,37.891089,-122.172893
400748,37.89729,-122.081421
400749,37.872684,-122.043391
400750,37.250746,-121.907763
400753,37.573775,-122.316986
400754,37.25151,-121.838854
400755,37.909536,-122.316706
400756,38.024575,-122.110237
400758,37.560347,-122.040871
400759,37.54197,-122.065011
400760,37.374628,-121.931055
400761,37.529397,-122.001271
400763,37.63503,-122.403511
400764,38.022884,-121.966257
400765,37.811809,-122.303409
400766,37.645048,-122.406433
400767,37.818938,-121.993435
400768,38.074507,-122.541273
400769,37.516429,-122.106743
400770,37.955597,-122.329563
400772,37.250448,-121.928226
400774,37.881626,-122.050749
400778,37.522762,-121.98845
400781,37.672034,-122.391057
400782,38.04924,-122.531986
400783,37.480254,-122.174886
400784,37.618053,-122.399121
400785,37.870941,-122.041772
400787,37.587138,-122.352354
400788,37.691415,-122.138842
400790,37.391922,-121.998077
400791,37.46053,-121.901055
400792,37.255491,-121.955543
400793,37.737894,-122.194137
400794,37.390422,-121.993716
400797,37.588739,-122.358721
400798,37.590538,-122.36213
400799,37.327927,-121.876137
400800,37.892206,-122.154409
400801,37.897107,-122.070775
400804,37.336089,-121.848437
400805,38.204585,-122.137889
400807,37.341455,-122.091236
400809,37.542255,-122.065019
400810,37.544559,-122.021402
400814,37.918374,-122.063152
400815,37.825941,-122.275114
400816,37.701684,-121.885255
400817,37.587146,-122.34519
400818,37.718377,-121.936271
400819,37.918568,-122.317539
400822,37.255715,-121.955375
400823,37.334457,-122.035326
400828,37.298804,-122.030071
400829,38.075421,-122.231255
400832,37.254601,-121.956775
400835,37.794062,-122.264744
400837,37.303418,-121.878248
400838,37.988496,-122.312983
400839,37.580027,-122.048801
400841,37.52558,-122.09862
400842,37.26205,-121.859133
400844,37.822794,-122.291843
400849,37.297388,-121.874289
400852,37.835136,-122.009773
400853,37.5997,-122.061725
400858,37.281279,-121.807832
400859,37.463019,-122.145022
400860,37.594437,-122.367666
400861,37.549901,-122.312556
400863,37.371809,-121.91655
400865,37.99336,-122.301718
400867,37.919482,-122.331673
400868,37.7536,-122.402898
400869,37.403673,-122.069953
400870,37.460573,-121.900687
400873,37.420927,-121.93674
400878,37.895657,-122.111891
400880,37.751697,-121.959796
400883,37.921536,-122.061952
400884,37.550027,-122.293152
400886,37.63711,-122.404362
400891,37.29855,-121.812553
400892,37.701571,-121.907167
400894,37.242723,-121.804466
400895,37.380958,-121.960741
400898,37.661989,-122.104729
400902,37.993386,-122.301536
400904,37.395067,-122.010518
400905,37.549976,-122.312643
400907,37.257815,-121.96237
400910,37.290532,-121.80987
400911,37.372674,-121.922087
400916,37.32045,-121.890147
400922,37.363644,-121.899535
400923,37.824153,-122.291162
400928,37.62282,-122.077983
400929,37.992208,-122.307463
400933,37.864341,-122.036569
400934,37.254002,-121.949365
400935,37.584184,-122.328291
400939,37.670921,-122.110371
400941,37.492551,-121.948549
400942,37.709334,-122.165111
400946,37.89776,-122.086814
400948,37.79841,-122.216924
400949,37.756731,-122.210399
400950,37.809255,-122.244378
400951,37.325584,-121.940683
400952,37.279234,-122.01035
400953,37.327241,-121.88076
400955,37.732945,-122.189517
400956,37.750611,-122.205291
400958,37.78416,-121.979058
400961,38.08841,-122.109902
400962,38.06368,-122.534971
400963,37.241254,-121.798377
400964,37.376685,-121.94075
400965,37.363311,-121.893592
400966,37.534548,-122.076742
400970,37.409755,-121.995933
400971,37.368669,-121.901336
400972,37.812878,-121.993112
400973,37.417801,-121.972288
400975,37.612975,-122.395781
400976,37.984379,-122.315577
400977,37.620575,-122.399975
400978,37.282486,-121.808807
400980,37.797439,-122.271974
400981,37.469164,-122.155429
400983,37.786336,-122.245364
400986,37.701309,-121.86757
400988,37.784242,-121.978779
400989,37.867462,-122.200125
400990,37.680566,-122.123107
400991,37.615306,-122.39797
400993,38.015805,-121.993125
400995,37.3134,-121.88638
400996,37.350928,-121.862378
401000,37.586941,-122.345424
401002,37.897666,-122.09174
401003,37.659267,-122.103058
401006,37.701529,-121.904795
401011,37.563362,-122.038123
401012,37.53178,-122.3299
401014,37.420505,-121.9392
401015,37.783815,-122.178637
401016,37.645184,-122.448868
401017,37.805197,-122.234712
401018,37.732647,-122.414119
401038,37.589412,-122.05441
401041,37.92469,-122.320506
401045,37.924801,-122.320238
401052,37.898689,-122.309697
401053,37.553585,-122.29307
401056,37.90416,-122.069955
401058,38.010911,-122.273035
401062,37.58562,-122.051459
401065,37.553869,-122.293168
401066,37.878125,-122.307431
401068,37.703701,-122.156989
401070,38.00509,-122.278453
401072,37.68658,-122.132116
401073,37.585543,-122.051649
401079,37.878155,-122.307214
401081,38.01101,-122.273159
401083,38.013465,-122.270906
401084,38.005231,-122.278633
401090,38.013374,-122.270787
401095,37.900981,-122.070169
401097,37.833445,-122.007025
401098,37.7974,-121.985917
401100,37.999017,-122.075485
401102,37.748063,-121.957578
401103,37.788269,-121.98132
401104,37.833635,-122.006807
401107,37.788356,-121.981035
401110,37.901017,-122.070583
401111,37.906118,-122.0695
401112,37.831978,-122.004266
401113,37.999384,-122.075602
401114,37.797293,-121.986149
401124,37.828677,-121.999652
401126,37.748018,-121.957858
401129,37.266772,-121.859
401134,38.050657,-122.142601
401137,37.806967,-122.278034
401141,37.802658,-122.286768
401142,37.802856,-122.286698
401143,37.826938,-122.291049
401144,37.80687,-122.277794
401148,38.050828,-122.142488
401151,38.251746,-122.067825
401152,38.257804,-122.063012
401154,37.266765,-121.859416
401155,38.258526,-122.062402
401156,37.826968,-122.292265
401162,37.773831,-122.406377
401163,37.316756,-121.923186
401165,37.773775,-122.406729
401167,37.316984,-121.923208
401190,37.800128,-122.278344
401194,37.775434,-122.424059
401195,37.912502,-122.317364
401197,37.969432,-122.320772
401198,37.858492,-122.30137
401199,37.580252,-122.323992
401208,37.890467,-122.308444
401209,37.975586,-122.318568
401210,37.291198,-122.023391
401211,37.84108,-122.29728
401213,37.638945,-122.441186
401215,37.975598,-122.318706
401216,38.214705,-122.140926
401218,37.891533,-122.308848
401219,38.201274,-122.158165
401221,37.943467,-122.323784
401223,37.507295,-122.338218
401224,37.291054,-122.023638
401226,38.013931,-122.270475
401228,37.952355,-122.327741
401229,37.91248,-122.317515
401230,37.996849,-122.286694
401231,37.762943,-122.405434
401233,37.580145,-122.324183
401234,37.89438,-122.307952
401238,38.013844,-122.270359
401239,37.889597,-122.308245
401240,37.613899,-122.071851
401241,37.76935,-122.411093
401242,37.858593,-122.301665
401243,37.969552,-122.320607
401253,37.943406,-122.323941
401255,37.767059,-122.405129
401256,37.952266,-122.327891
401260,37.979209,-122.317341
401267,37.977141,-122.318156
401269,37.996735,-122.286591
401273,37.799468,-122.277962
401274,38.024988,-122.260189
401277,37.74302,-122.406392
401279,37.767324,-121.970009
401280,37.940763,-122.060176
401282,37.969613,-122.04788
401283,37.927899,-122.060572
401285,37.744018,-122.405853
401288,37.767242,-121.970295
401289,37.969653,-122.048119
401291,37.327026,-121.880581
401298,37.554703,-122.289899
401301,37.55816,-122.043189
401304,37.558016,-122.042978
401305,37.561736,-122.276623
401312,37.322456,-121.898177
401314,37.823179,-121.993641
401317,37.315366,-121.91451
401318,38.201959,-122.156983
401327,37.315095,-121.914498
401328,37.823087,-121.993916
401333,37.801768,-122.283102
401336,37.604259,-122.382765
401339,37.801684,-122.28315
401343,37.562381,-122.27516
401344,37.889026,-122.057976
401347,37.761225,-121.966381
401351,37.401701,-122.032879
401356,37.729126,-121.944735
401357,37.723512,-122.401258
401358,37.72349,-122.40102
401359,37.72924,-121.944471
401362,37.53065,-122.003967
401366,37.86906,-122.040707
401371,37.768938,-122.405503
401373,37.869194,-122.040484
401376,37.799723,-122.278336
401378,37.768835,-122.405123
401381,37.835333,-122.265611
401385,37.690755,-122.130603
401388,37.316628,-121.952438
401390,37.827408,-122.267734
401391,37.337881,-121.85467
401392,37.690807,-122.131038
401393,37.978869,-122.043278
401394,37.55931,-122.280483
401395,38.045274,-122.238047
401399,37.979212,-122.043366
401400,37.316841,-121.952427
401401,37.979004,-122.043205
401402,37.559157,-122.280334
401403,37.338232,-121.854583
401405,37.769586,-122.416414
401407,37.92145,-122.061659
401408,37.75869,-122.405643
401409,37.756863,-122.403503
401410,37.75671,-122.403619
401411,37.609584,-122.391015
401412,37.70086,-121.818662
401413,37.811864,-122.273928
401416,37.812036,-122.274125
401420,37.800464,-121.988317
401421,38.144989,-122.109978
401422,37.800607,-121.988066
401423,37.893061,-122.12582
401424,38.145037,-122.10972
401426,37.54706,-122.322765
401431,37.547175,-122.322876
401433,37.70139,-121.885271
401434,37.725125,-121.941304
401437,37.857175,-122.03085
401439,37.543495,-122.287061
401440,37.356826,-121.908804
401441,37.777418,-121.975236
401443,37.529353,-122.273421
401444,37.857348,-122.030612
401445,37.8734,-122.507767
401446,37.543613,-122.287169
401447,37.811386,-122.249717
401448,37.664493,-122.39791
401450,37.61754,-122.074491
401451,37.664501,-122.398123
401452,37.811293,-122.249829
401453,37.522913,-122.332258
401454,37.717182,-122.399154
401457,37.279615,-121.864989
401461,37.758541,-121.964623
401462,37.693677,-122.391827
401464,37.424833,-121.916049
401467,37.474668,-122.165291
401468,37.774566,-121.97379
401469,37.693641,-122.391505
401470,37.731979,-122.427875
401471,37.827889,-122.29178
401472,37.700468,-122.393067
401474,37.47483,-122.165147
401475,37.654774,-122.100556
401476,38.013633,-121.998755
401478,37.822927,-122.261851
401480,37.99346,-122.301971
401481,37.822748,-122.262051
401482,37.897809,-122.082484
401483,37.816343,-122.251589
401484,37.864184,-122.03679
401485,38.01906,-121.949306
401486,37.731414,-122.424609
401487,37.76142,-121.966187
401488,38.204576,-122.138126
401489,37.427486,-121.916962
401495,37.255346,-121.85898
401496,37.995914,-122.071304
401501,37.700511,-122.393392
401503,37.825278,-122.30642
401504,37.535252,-122.074943
401507,37.412677,-122.079539
401509,37.904465,-122.313054
401512,37.677327,-122.471312
401513,37.838814,-122.296557
401515,37.613439,-122.396584
401516,37.760031,-122.406233
401517,37.703862,-122.156797
401519,37.884629,-122.054337
401522,37.925315,-122.060865
401523,37.651581,-122.406957
401524,37.877407,-122.307241
401526,38.019453,-121.949263
401529,37.589488,-122.054221
401531,37.701058,-121.812858
401534,37.407511,-122.065278
401535,37.825306,-122.306251
401537,37.988174,-122.04039
401538,37.430587,-121.917925
401539,37.826038,-122.302202
401541,37.370203,-121.901514
401542,37.90607,-122.069211
401545,37.559198,-122.03362
401546,37.821995,-122.324536
401547,37.507109,-122.338144
401548,37.816339,-122.251805
401551,37.972158,-122.319728
401555,37.255657,-121.858984
401557,37.559063,-122.033816
401558,37.91859,-122.317348
401559,37.87745,-122.307025
401560,37.357526,-121.907884
401561,37.614012,-122.071623
401562,37.827984,-122.293358
401564,37.700802,-121.812823
401566,37.884715,-122.054134
401567,37.279721,-121.864592
401568,38.013214,-121.998513
401571,37.972099,-122.319898
401575,37.909564,-122.31655
401578,37.135468,-121.635731
401579,37.140073,-121.640223
401580,37.710606,-121.929761
401581,37.132846,-121.634117
401582,37.704648,-121.924471
401583,37.484383,-121.913951
401586,37.140251,-121.639919
401587,37.707092,-121.926468
401588,37.722175,-121.939359
401589,37.070699,-121.589726
401590,37.706968,-121.926699
401592,37.070786,-121.589373
401593,37.721546,-121.938506
401594,37.710724,-121.929526
401595,38.364505,-122.712662
401596,37.690439,-121.918681
401597,37.2846,-121.867327
401598,38.385828,-122.716069
401599,38.413712,-122.7162
401600,37.701707,-121.887618
401601,38.368371,-122.712467
401602,38.421215,-122.715338
401603,38.413693,-122.715906
401604,38.385827,-122.716316
401605,38.364327,-122.712405
401606,37.284463,-121.867693
401608,37.697834,-121.921348
401609,38.420521,-122.715784
401610,37.810554,-122.275579
401611,37.317672,-121.940319
401612,38.004797,-122.038847
401613,37.592711,-122.056527
401614,37.592635,-122.056711
401615,37.810407,-122.275345
401616,38.069425,-122.538644
401617,38.004566,-122.0387
401620,37.602493,-122.380088
401621,37.713988,-122.171625
401624,37.947043,-122.513505
401629,37.714115,-122.171416
401631,37.60296,-122.381221
401634,37.602406,-122.380374
401636,38.064357,-122.226272
401637,37.4562,-121.923217
401638,38.067752,-122.226796
401639,37.508725,-121.968989
401642,37.451227,-121.922218
401643,37.456422,-121.923067
401645,37.962454,-122.328958
401646,38.057707,-122.225608
401649,37.485259,-122.188331
401651,37.5085,-122.250123
401652,37.508634,-122.249967
401653,37.483811,-122.181671
401655,37.335596,-121.858919
401657,37.825581,-122.302794
401658,37.220762,-121.734732
401660,37.152115,-121.651553
401661,37.200086,-121.707386
401662,37.191084,-121.693431
401663,37.153831,-121.65322
401665,36.948171,-121.5126
401666,36.950307,-121.521775
401668,37.153592,-121.653453
401669,37.220499,-121.734981
401670,37.200408,-121.707061
401671,37.828559,-122.294113
401673,38.044315,-122.239419
401674,36.948171,-121.5126
401677,36.9526,-121.527113
401678,36.952601,-121.527114
401679,36.950307,-121.521774
401680,36.962635,-121.54368
401681,37.890212,-122.17369
401682,36.954824,-121.52944
401683,37.892591,-122.156901
401684,37.897341,-122.099019
401685,36.962635,-121.54368
401686,37.688902,-122.106837
401687,37.868707,-122.194653
401688,36.954824,-121.52944
401689,37.888027,-122.177148
401691,37.003288,-121.556692
401692,37.897512,-122.10034
401693,38.137248,-122.256532
401694,38.137738,-122.255984
401695,37.701324,-121.920446
401696,38.137205,-122.256577
401697,37.702126,-121.923042
401698,37.836566,-122.296138
401699,38.141954,-122.246347
401700,38.137782,-122.255936
401701,38.14186,-122.246347
401702,38.123781,-122.271749
401703,38.123853,-122.271793
401704,38.121697,-122.277273
401705,37.702047,-121.923296
401706,38.121597,-122.27723
401708,37.801951,-122.295247
401710,37.779393,-122.238114
401712,37.799848,-122.278241
401714,37.800363,-122.279928
401716,37.607967,-122.067645
401718,37.993685,-122.068952
401720,38.002158,-122.079046
401722,37.714484,-121.93303
401724,37.84954,-122.028342
401728,38.348778,-122.71317
401734,37.946698,-122.057698
401742,37.962762,-122.054051
401744,37.849361,-122.02862
401746,37.892433,-122.167031
401748,37.967071,-122.057013
401750,38.02056,-122.100355
401756,37.995203,-122.06835
401758,38.350146,-122.712965
401762,37.942268,-122.059359
401766,38.346899,-122.713127
401768,38.020656,-122.100126
401770,37.946637,-122.057441
401774,37.962792,-122.054325
401778,37.94336,-122.058881
401780,38.002221,-122.078842
401781,38.218378,-122.135157
401782,38.220082,-122.133174
401784,38.223534,-122.127613
401785,38.223664,-122.127834
401786,38.227238,-122.121552
401787,38.227089,-122.121342
401788,38.230959,-122.113197
401789,38.23082,-122.113024
401790,38.234207,-122.105771
401791,38.233999,-122.105578
401793,38.045336,-122.23769
401794,37.874521,-122.044856
401795,37.717176,-122.398947
401796,38.321776,-122.309316
401797,38.321719,-122.309541
401798,38.317605,-122.307867
401799,38.317645,-122.307697
401800,37.525232,-122.098805
401808,37.334883,-121.860066
401809,37.334524,-121.860098
401810,37.32592,-121.883989
401811,37.325651,-121.883953
401816,37.371198,-121.927225
401817,37.371142,-121.926848
401818,37.89187,-122.063101
401819,37.77007,-122.419351
401820,37.769613,-122.416876
