time,flow,lanes,observed_percent
1373439600000,0,44,100
1373443200000,0,48,100
1373446800000,0,48,100
1373450400000,0,48,100
1373454000000,0,48,100
1373457600000,0,48,100
1373461200000,0,48,100
1373464800000,0,48,100
1373468400000,0,48,100
1373472000000,0,48,100
1373475600000,0,48,100
1373479200000,0,48,100
1373482800000,0,48,100
1373486400000,0,48,100
1373490000000,0,48,100
1373493600000,0,48,100
1373497200000,0,48,100
1373500800000,0,48,100
1373504400000,0,48,100
1373508000000,0,48,100
1373511600000,0,48,100
1373515200000,0,48,100
1373518800000,0,48,100
1373522400000,0,48,100
1373526000000,1636,48,0
1373529600000,1185,48,0
1373533200000,1203,48,0
1373536800000,1483,48,0
1373540400000,2403,48,0
1373544000000,4676,48,0
1373547600000,6278,48,0
1373551200000,6405,48,0
1373554800000,6186,48,0
1373558400000,6013,48,0
1373562000000,5501,48,0
1373565600000,5720,48,0
1373569200000,5273,48,0
1373572800000,5027,48,0
1373576400000,5004,48,0
1373580000000,4900,48,0
1373583600000,5121,48,0
1373587200000,4638,48,0
1373590800000,5471,48,0
1373594400000,4387,48,0
1373598000000,3669,48,0
1373601600000,3611,48,0
1373605200000,3399,48,0
1373608800000,2374,48,0
1373612400000,1620,48,0
1373616000000,1288,48,0
1373619600000,1208,48,0
1373623200000,1410,48,0
1373626800000,2453,48,0
1373630400000,4886,48,0
1373634000000,6261,48,0
1373637600000,6246,48,0
1373641200000,6020,48,0
1373644800000,5543,48,0
1373648400000,5640,48,0
1373652000000,5289,48,0
1373655600000,5021,48,0
1373659200000,5016,48,0
1373662800000,5246,48,0
1373666400000,5127,48,0
1373670000000,5379,48,0
1373673600000,4876,48,0
1373677200000,5374,48,0
1373680800000,4538,48,0
1373684400000,3939,48,0
1373688000000,3953,48,0
1373691600000,3974,48,0
1373695200000,3816,48,0
1373698800000,2417,48,0
1373702400000,1793,48,0
1373706000000,1591,48,0
1373709600000,1427,48,0
1373713200000,1528,48,0
1373716800000,2564,48,0
1373720400000,3276,48,0
1373724000000,3696,48,0
1373727600000,4443,48,0
1373731200000,5020,48,0
1373734800000,5494,48,0
1373738400000,5569,48,0
1373742000000,5516,48,0
1373745600000,5539,48,0
1373749200000,5511,48,0
1373752800000,5396,48,0
1373756400000,5192,48,0
1373760000000,4073,48,0
1373763600000,3634,48,0
1373767200000,4814,48,0
1373770800000,4565,48,0
1373774400000,4709,48,0
1373778000000,4949,48,0
1373781600000,4270,48,0
1373785200000,2378,48,0
1373788800000,1635,48,0
1373792400000,1431,48,0
1373796000000,1206,48,0
1373799600000,1382,48,0
1373803200000,1823,48,0
1373806800000,2538,48,0
1373810400000,2783,48,0
1373814000000,3335,48,0
1373817600000,4431,48,0
1373821200000,5369,48,0
1373824800000,5474,48,0
1373828400000,5278,48,0
1373832000000,5510,48,0
1373835600000,5505,48,0
1373839200000,5361,48,0
1373842800000,5207,48,0
1373846400000,5414,48,0
1373850000000,5230,48,0
1373853600000,5008,48,0
1373857200000,4743,48,0
1373860800000,4498,48,0
1373864400000,4059,48,0
1373868000000,2711,48,0
1373871600000,1766,48,0
1373875200000,1169,48,0
1373878800000,1145,48,0
1373882400000,1425,48,0
1373886000000,2447,48,0
1373889600000,4910,48,0
1373893200000,6258,48,0
1373896800000,6354,48,0
1373900400000,6135,48,0
1373904000000,5698,48,0
1373907600000,5394,48,0
1373911200000,5197,48,0
1373914800000,4890,48,0
1373918400000,4898,48,0
1373922000000,4831,48,0
1373925600000,4604,48,0
1373929200000,5064,48,0
1373932800000,4551,48,0
1373936400000,5101,48,0
1373940000000,3990,48,0
1373943600000,3336,48,0
1373947200000,2941,48,0
1373950800000,2964,48,0
1373954400000,2014,48,0
1373958000000,1472,48,0
1373961600000,809,48,0
1373965200000,600,48,0
1373968800000,600,48,0
1373972400000,600,48,0
1373976000000,2457,48,0
1373979600000,6189,48,0
1373983200000,6342,48,0
1373986800000,6252,48,0
1373990400000,5912,48,0
1373994000000,5871,48,0
1373997600000,5499,48,0
1374001200000,4917,48,0
1374004800000,4871,48,0
1374008400000,4846,48,0
1374012000000,4760,48,0
1374015600000,5139,48,0
1374019200000,5156,48,0
1374022800000,4746,48,0
1374026400000,4090,48,0
1374030000000,3545,48,0
1374033600000,3398,48,0
1374037200000,3112,48,0
1374040800000,2070,48,0
1374044400000,1560,48,0
1374048000000,1043,48,0
1374051600000,1109,48,0
1374055200000,1410,48,0
1374058800000,2419,48,0
1374062400000,4720,48,0
1374066000000,6474,48,0
1374069600000,6371,48,0
1374073200000,6266,48,0
1374076800000,5514,48,0
1374080400000,5727,48,0
1374084000000,5615,48,0
1374087600000,5083,48,0
1374091200000,4873,48,0
1374094800000,5102,48,0
1374098400000,4918,48,0
1374102000000,5067,48,0
1374105600000,4639,48,0
1374109200000,4716,48,0
1374112800000,4780,48,0
1374116400000,3522,48,0
1374120000000,3496,48,0
1374123600000,3246,48,0
1374127200000,2265,48,0
1374130800000,1436,48,0
1374134400000,1147,48,0
1374138000000,1147,48,0
1374141600000,1472,48,0
1374145200000,2421,48,0
1374148800000,4903,48,0
1374152400000,6384,48,0
1374156000000,6489,48,0
1374159600000,6120,48,0
1374163200000,5769,48,0
1374166800000,5694,48,0
1374170400000,5621,48,0
1374174000000,5053,48,0
1374177600000,4992,48,0
1374181200000,5093,48,0
1374184800000,5054,48,0
1374188400000,5291,48,0
1374192000000,5012,48,0
1374195600000,5336,48,0
1374199200000,4806,48,0
1374202800000,3654,48,0
1374206400000,3778,48,0
1374210000000,3360,48,0
1374213600000,2265,48,0
1374217200000,1652,48,0
1374220800000,1260,48,0
1374224400000,1239,48,0
1374228000000,1421,48,0
1374231600000,2393,48,0
1374235200000,4693,48,0
1374238800000,6288,48,0
1374242400000,6382,48,0
1374246000000,6260,48,0
1374249600000,5881,48,0
1374253200000,5366,48,0
1374256800000,5741,48,0
1374260400000,5470,48,0
1374264000000,4022,48,0
1374267600000,4605,48,0
1374271200000,5091,48,0
1374274800000,5427,48,0
1374278400000,5623,48,0
1374282000000,5577,48,0
1374285600000,4645,48,0
1374289200000,3795,48,0
1374292800000,3828,48,0
1374296400000,4018,48,0
1374300000000,3117,48,0
1374303600000,1973,48,0
1374307200000,1536,48,0
1374310800000,1348,48,0
1374314400000,1331,48,0
1374318000000,1594,48,0
1374321600000,2402,48,0
1374325200000,3235,48,0
1374328800000,3824,48,0
1374332400000,4443,48,0
1374336000000,5111,48,0
1374339600000,5476,48,0
1374343200000,5577,48,0
1374346800000,5247,48,0
1374350400000,5506,48,0
1374354000000,5457,48,0
1374357600000,5553,48,0
1374361200000,5493,48,0
1374364800000,5644,48,0
1374368400000,5444,48,0
1374372000000,5342,48,0
1374375600000,4580,48,0
1374379200000,4724,48,0
1374382800000,4597,48,0
1374386400000,4194,48,0
1374390000000,2526,48,0
1374393600000,1708,48,0
1374397200000,1440,48,0
1374400800000,1275,48,0
1374404400000,1534,48,0
1374408000000,1862,48,0
1374411600000,2602,48,0
1374415200000,3197,48,0
1374418800000,4171,48,0
1374422400000,5034,48,0
1374426000000,5602,48,0
1374429600000,5499,48,0
1374433200000,5691,48,0
1374436800000,5621,48,0
1374440400000,5626,48,0
1374444000000,5268,48,0
1374447600000,5081,48,0
1374451200000,5225,48,0
1374454800000,5134,48,0
1374458400000,4777,48,0
1374462000000,4889,48,0
1374465600000,4795,48,0
1374469200000,4376,48,0
1374472800000,2741,48,0
1374476400000,1760,48,0
1374480000000,1218,48,0
1374483600000,1190,48,0
1374487200000,1383,48,0
1374490800000,2443,48,0
1374494400000,4938,48,0
1374498000000,6299,48,0
1374501600000,6199,48,0
1374505200000,4264,48,0
1374508800000,3889,48,0
1374512400000,4995,48,0
1374516000000,5705,48,0
1374519600000,4772,48,0
1374523200000,4642,48,0
1374526800000,4770,48,0
1374530400000,4785,48,0
1374534000000,5033,48,0
1374537600000,4840,48,0
1374541200000,5419,48,0
1374544800000,4204,48,0
1374548400000,3219,48,0
1374552000000,2939,48,0
1374555600000,2397,48,0
1374559200000,1424,48,0
1374562800000,781,48,0
1374566400000,560,48,0
1374570000000,499,48,0
1374573600000,602,48,0
1374577200000,966,48,0
1374580800000,2312,48,0
1374584400000,4544,48,0
1374588000000,6159,48,0
1374591600000,5906,48,0
1374595200000,5460,48,0
1374598800000,5671,48,0
1374602400000,5428,48,0
1374606000000,4914,48,0
1374609600000,4995,48,0
1374613200000,5192,48,0
1374616800000,5034,48,0
1374620400000,5279,48,0
1374624000000,4847,48,0
1374627600000,5138,48,0
1374631200000,4349,48,0
1374634800000,3456,48,0
1374638400000,3437,48,0
1374642000000,3070,48,0
1374645600000,2197,48,0
1374649200000,1715,48,0
1374652800000,1117,48,0
1374656400000,1132,48,0
1374660000000,1453,48,0
1374663600000,2486,48,0
1374667200000,4781,48,0
1374670800000,6353,48,0
1374674400000,6366,48,0
1374678000000,6042,48,0
1374681600000,5775,48,0
1374685200000,5713,48,0
1374688800000,5584,48,0
1374692400000,5299,48,0
1374696000000,4944,48,0
1374699600000,5109,48,0
1374703200000,4807,48,0
1374706800000,5353,48,0
1374710400000,4998,48,0
1374714000000,5297,48,0
1374717600000,4802,48,0
1374721200000,3672,48,0
1374724800000,3449,48,0
1374728400000,3106,48,0
1374732000000,2253,48,0
1374735600000,1564,48,0
1374739200000,1242,48,0
1374742800000,1207,48,0
1374746400000,1473,48,0
1374750000000,1899,48,0
1374753600000,4708,48,0
1374757200000,6320,48,0
1374760800000,6386,48,0
1374764400000,6233,48,0
1374768000000,5928,48,0
1374771600000,5769,48,0
1374775200000,5528,48,0
1374778800000,4966,48,0
1374782400000,4834,48,0
1374786000000,5076,48,0
1374789600000,4982,48,0
1374793200000,5216,48,0
1374796800000,4916,48,0
1374800400000,5338,48,0
1374804000000,4642,48,0
1374807600000,3831,48,0
1374811200000,3819,48,0
1374814800000,3273,48,0
1374818400000,2127,48,0
1374822000000,1392,48,0
1374825600000,1114,48,0
1374829200000,1082,48,0
1374832800000,1368,48,0
1374836400000,2396,48,0
1374840000000,3957,48,0
1374843600000,4476,48,0
1374847200000,6420,48,0
1374850800000,6237,48,0
1374854400000,5975,48,0
1374858000000,5856,48,0
1374861600000,5519,48,0
1374865200000,5367,48,0
1374868800000,5418,48,0
1374872400000,4889,48,0
1374876000000,3582,48,0
1374879600000,5614,48,0
1374883200000,5026,48,0
1374886800000,4766,48,0
1374890400000,3791,48,0
1374894000000,4517,48,0
1374897600000,4030,48,0
1374901200000,3761,48,0
1374904800000,3251,48,0
1374908400000,2180,48,0
1374912000000,1684,48,0
1374915600000,1355,48,0
1374919200000,1320,48,0
1374922800000,1577,48,0
1374926400000,2493,48,0
1374930000000,3153,48,0
1374933600000,3668,48,0
1374937200000,4711,48,0
1374940800000,5085,48,0
1374944400000,5452,48,0
1374948000000,5590,48,0
1374951600000,5678,48,0
1374955200000,5538,48,0
1374958800000,5523,48,0
1374962400000,5558,48,0
1374966000000,5613,48,0
1374969600000,5655,48,0
1374973200000,5058,48,0
1374976800000,4574,48,0
1374980400000,5207,48,0
1374984000000,4798,48,0
1374987600000,4768,48,0
1374991200000,4047,48,0
1374994800000,1846,48,0
1374998400000,600,48,0
1375002000000,600,48,0
1375005600000,600,48,0
1375009200000,600,48,0
1375012800000,600,48,0
1375016400000,600,48,0
1375020000000,600,48,0
1375023600000,600,48,0
1375027200000,600,48,0
1375030800000,600,48,0
1375034400000,600,48,0
1375038000000,600,48,0
1375041600000,1009,48,0
1375045200000,5270,48,0
1375048800000,4929,48,0
1375052400000,5270,48,0
1375056000000,5122,48,0
1375059600000,5174,48,0
1375063200000,5072,48,0
1375066800000,5012,48,0
1375070400000,4647,48,0
1375074000000,3666,48,0
1375077600000,2719,48,0
1375081200000,1426,48,0
1375084800000,1133,48,0
1375088400000,1031,48,0
1375092000000,1230,48,0
1375095600000,2414,48,0
1375099200000,4917,48,0
1375102800000,5836,48,0
1375106400000,6285,48,0
1375110000000,6203,48,0
1375113600000,5845,48,0
1375117200000,5659,48,0
1375120800000,5307,48,0
1375124400000,5130,48,0
1375128000000,4816,48,0
1375131600000,4805,48,0
1375135200000,4616,48,0
1375138800000,4565,48,0
1375142400000,3604,48,0
1375146000000,3121,48,0
1375149600000,2899,48,0
1375153200000,3258,48,0
1375156800000,3182,48,0
1375160400000,2788,48,0
1375164000000,1782,48,0
1375167600000,1218,48,0
1375171200000,990,48,0
1375174800000,1039,48,0
1375178400000,1214,48,0
1375182000000,2412,48,0
1375185600000,4849,48,0
1375189200000,6222,48,0
1375192800000,6416,48,0
1375196400000,6251,48,0
1375200000000,5789,48,0
1375203600000,5065,48,0
1375207200000,5474,48,0
1375210800000,5598,48,0
1375214400000,4932,48,0
1375218000000,4957,48,0
1375221600000,4653,48,0
1375225200000,5008,48,0
1375228800000,5338,48,0
1375232400000,4704,48,0
1375236000000,4260,48,0
1375239600000,3614,48,0
1375243200000,3260,48,0
1375246800000,3115,48,0
1375250400000,1874,48,0
1375254000000,1326,48,0
1375257600000,1043,48,0
1375261200000,1071,48,0
1375264800000,1263,48,0
1375268400000,2337,48,0
1375272000000,4808,48,0
1375275600000,5972,48,0
1375279200000,6355,48,0
1375282800000,6245,48,0
1375286400000,5891,48,0
1375290000000,5542,48,0
1375293600000,5347,48,0
1375297200000,4904,48,0
1375300800000,5122,48,0
1375304400000,5073,48,0
1375308000000,4890,48,0
1375311600000,5240,48,0
1375315200000,5264,48,0
1375318800000,5406,48,0
1375322400000,4621,48,0
1375326000000,3610,48,0
1375329600000,3581,48,0
1375333200000,3595,48,0
1375336800000,2719,48,0
1375340400000,1803,48,0
1375344000000,1369,48,0
1375347600000,1250,48,0
1375351200000,1584,48,0
1375354800000,2522,48,0
1375358400000,4842,48,0
1375362000000,6043,48,0
1375365600000,6457,48,0
1375369200000,6238,48,0
1375372800000,5864,48,0
1375376400000,5699,48,0
1375380000000,5583,48,0
1375383600000,5263,48,0
1375387200000,5088,48,0
1375390800000,5220,48,0
1375394400000,4966,48,0
1375398000000,5086,48,0
1375401600000,4905,48,0
1375405200000,5296,48,0
1375408800000,4953,48,0
1375412400000,3758,48,0
1375416000000,3562,48,0
1375419600000,3626,48,0
1375423200000,2638,48,0
1375426800000,1748,48,0
1375430400000,1242,48,0
1375434000000,1079,48,0
1375437600000,600,48,0
1375441200000,600,48,0
1375444800000,600,48,0
1375448400000,1473,48,0
1375452000000,5941,48,0
1375455600000,6331,48,0
1375459200000,6036,48,0
1375462800000,5675,48,0
1375466400000,5649,48,0
1375470000000,5533,48,0
1375473600000,5205,48,0
1375477200000,5419,48,0
1375480800000,5205,48,0
1375484400000,5253,48,0
1375488000000,5413,48,0
1375491600000,4889,48,0
1375495200000,4478,48,0
1375498800000,4032,48,0
1375502400000,3909,48,0
1375506000000,2987,48,0
1375509600000,3013,48,0
1375513200000,1804,48,0
1375516800000,1290,48,0
1375520400000,1202,48,0
1375524000000,1180,48,0
1375527600000,1460,48,0
1375531200000,2194,48,0
1375534800000,3233,48,0
1375538400000,3831,48,0
1375542000000,4750,48,0
1375545600000,5301,48,0
1375549200000,5694,48,0
1375552800000,5816,48,0
1375556400000,5474,48,0
1375560000000,5603,48,0
1375563600000,5390,48,0
1375567200000,5584,48,0
1375570800000,5313,48,0
1375574400000,5421,48,0
1375578000000,5375,48,0
1375581600000,5489,48,0
1375585200000,5056,48,0
1375588800000,4942,48,0
1375592400000,4787,48,0
1375596000000,3786,48,0
1375599600000,2474,48,0
1375603200000,1628,48,0
1375606800000,1436,48,0
1375610400000,1260,48,0
1375614000000,1466,48,0
1375617600000,2099,48,0
1375621200000,2962,48,0
1375624800000,3027,48,0
1375628400000,3861,48,0
1375632000000,4673,48,0
1375635600000,5748,48,0
1375639200000,5773,48,0
1375642800000,5136,48,0
1375646400000,600,48,0
1375650000000,600,48,0
1375653600000,600,48,0
1375657200000,600,48,0
1375660800000,600,48,0
1375664400000,600,48,0
1375668000000,600,48,0
1375671600000,600,48,0
1375675200000,600,48,0
1375678800000,600,48,0
1375682400000,600,48,0
1375686000000,600,48,0
1375689600000,600,48,0
1375693200000,879,48,0
1375696800000,1192,48,0
1375700400000,2648,48,0
1375704000000,4900,48,0
1375707600000,3320,48,0
1375711200000,2910,48,0
1375714800000,3016,48,0
1375718400000,2861,48,0
1375722000000,2702,48,0
1375725600000,2607,48,0
1375729200000,2418,48,0
1375732800000,2760,48,0
1375736400000,2616,48,0
1375740000000,3953,48,0
1375743600000,5147,48,0
1375747200000,4984,48,0
1375750800000,5467,48,0
1375754400000,4603,48,0
1375758000000,3474,48,0
1375761600000,3095,48,0
1375765200000,2373,48,0
1375768800000,1647,48,0
1375772400000,1036,48,0
1375776000000,857,48,0
1375779600000,856,48,0
1375783200000,1191,48,0
