time,flow,lanes,observed_percent
1372780800000,5372,.0885,60
1372784400000,5402,.0906,60
1372788000000,5593,.0931,60
1372791600000,6355,.1059,60
1372795200000,7800,.1361,60
1372798800000,8355,.1858,60
1372802400000,8460,.2025,60
1372806000000,8367,.1939,60
1372809600000,8241,.1933,60
1372813200000,7765,.1733,60
1372816800000,7348,.1904,60
1372820400000,7907,.1878,60
1372824000000,7760,.1539,60
1372827600000,5563,.0915,60
1372831200000,3517,.078,60
1372834800000,2931,.0593,60
1372838400000,2001,.0391,60
1372842000000,1556,.0352,60
1372845600000,963,.0342,60
1372849200000,1215,.0395,60
1372852800000,2239,.0498,60
1372856400000,4217,.0701,60
1372860000000,6651,.1029,60
1372863600000,6492,.1017,60
1372867200000,5711,.0939,60
1372870800000,4902,.0841,60
1372874400000,6359,.108,60
1372878000000,7409,.1385,60
1372881600000,7964,.1776,60
1372885200000,5998,.1271,60
1372888800000,5804,.116,60
1372892400000,5826,.1128,60
1372896000000,5878,.1132,60
1372899600000,5471,.0977,60
1372903200000,5405,.1039,60
1372906800000,5623,.1087,60
1372910400000,4856,.1012,60
1372914000000,4952,.0975,60
1372917600000,3191,.0614,60
1372921200000,2053,.0426,60
1372924800000,1093,.0357,60
1372928400000,973,.0344,60
1372932000000,902,.034,60
1372935600000,1218,.0365,60
1372939200000,1576,.0394,60
1372942800000,2178,.0471,60
1372946400000,2704,.0554,60
1372950000000,3136,.0628,60
1372953600000,3849,.0741,60
1372957200000,4729,.0851,60
1372960800000,5301,.1034,60
1372964400000,5561,.0956,60
1372968000000,5038,.0862,60
1372971600000,5347,.0902,60
1372975200000,5276,.0892,60
1372978800000,5248,.0812,60
1372982400000,5000,.0767,60
1372986000000,4418,.0714,60
1372989600000,4162,.0689,60
1372993200000,3994,.0708,60
1372996800000,2647,.0542,60
1373000400000,3904,.0746,60
1373004000000,3726,.0711,60
1373007600000,4686,.0769,60
1373011200000,3030,.0567,60
1373014800000,1467,.0403,60
1373018400000,959,.0366,60
1373022000000,997,.0368,60
1373025600000,1583,.0445,60
1373029200000,3030,.0577,60
1373032800000,4776,.0786,60
1373036400000,5360,.0952,60
1373040000000,5269,.0986,60
1373043600000,5914,.0957,60
1373047200000,6320,.1025,60
1373050800000,6806,.11,60
1373054400000,7621,.133,60
1373058000000,7958,.1626,60
1373061600000,7813,.1989,60
1373065200000,7962,.1708,60
1373068800000,7721,.1911,60
1373072400000,7680,.1872,60
1373076000000,7294,.1858,60
1373079600000,6141,.104,60
1373083200000,5844,.0925,60
1373086800000,6692,.1054,60
1373090400000,5550,.0889,60
1373094000000,3313,.0595,60
1373097600000,2295,.0484,60
1373101200000,2242,.0484,60
1373104800000,1282,.0397,60
1373108400000,925,.0363,60
1373112000000,1211,.0385,60
1373115600000,1950,.0458,60
1373119200000,2963,.0556,60
1373122800000,3641,.0631,60
1373126400000,4590,.0749,60
1373130000000,5716,.0974,60
1373133600000,6321,.0956,60
1373137200000,6637,.1034,60
1373140800000,6675,.1033,60
1373144400000,6666,.1023,60
1373148000000,6969,.1085,60
1373151600000,6818,.1054,60
1373155200000,6935,.1085,60
1373158800000,6535,.1351,60
1373162400000,6837,.1313,60
1373166000000,7170,.1451,60
1373169600000,5510,.0895,60
1373173200000,5591,.0882,60
1373176800000,4675,.0762,60
1373180400000,3446,.0598,60
1373184000000,2656,.0512,60
1373187600000,2609,.0511,60
1373191200000,1448,.0403,60
1373194800000,1123,.0378,60
1373198400000,1237,.0383,60
1373202000000,1880,.0432,60
1373205600000,2696,.0512,60
1373209200000,2811,.0526,60
1373212800000,3577,.0606,60
1373216400000,5444,.083,60
1373220000000,5834,.0892,60
1373223600000,6134,.0926,60
1373227200000,6351,.0967,60
1373230800000,6088,.094,60
1373234400000,7333,.1211,60
1373238000000,7134,.1334,60
1373241600000,5171,.107,60
1373245200000,5127,.1017,60
1373248800000,3728,.0704,60
1373252400000,3284,.0626,60
1373256000000,3063,.0606,60
1373259600000,2649,.0489,60
1373263200000,2120,.0421,60
1373266800000,1340,.0357,60
1373270400000,802,.0325,60
1373274000000,570,.0314,60
1373277600000,464,.0308,60
1373281200000,550,.0312,60
1373284800000,1131,.035,60
1373288400000,2736,.0527,60
1373292000000,5729,.0879,60
1373295600000,5321,.1448,60
1373299200000,5333,.0939,60
1373302800000,4909,.0912,60
1373306400000,5241,.0956,60
1373310000000,5632,.1001,60
1373313600000,5882,.1109,60
1373317200000,7655,.1786,60
1373320800000,7687,.1689,60
1373324400000,7826,.1626,60
1373328000000,8175,.202,60
1373331600000,8399,.1746,60
1373335200000,7216,.1339,60
1373338800000,3809,.0693,60
1373342400000,3130,.061,60
1373346000000,3258,.0579,60
1373349600000,1832,.0527,60
1373353200000,1623,.0668,60
1373356800000,2202,.0502,60
1373360400000,1339,.0363,60
1373364000000,1021,.0331,60
1373367600000,1075,.0341,60
1373371200000,1749,.046,60
1373374800000,3802,.0672,60
1373378400000,5704,.0926,60
1373382000000,6438,.158,60
1373385600000,5899,.1436,60
1373389200000,5288,.0915,60
1373392800000,5585,.0968,60
1373396400000,5848,.107,60
1373400000000,6543,.1438,60
1373403600000,4780,.1661,60
1373407200000,8136,.2176,60
1373410800000,8184,.2016,60
1373414400000,8560,.1707,60
1373418000000,8319,.1466,60
1373421600000,7979,.1498,60
1373425200000,6726,.1123,60
1373428800000,5590,.0885,60
1373432400000,5740,.0904,60
1373436000000,3996,.0842,60
1373439600000,1979,.0542,60
1373443200000,1303,.0403,60
1373446800000,1021,.0353,60
1373450400000,826,.0324,60
1373454000000,831,.0323,60
1373457600000,956,.0347,60
1373461200000,2222,.0514,60
1373464800000,4943,.0869,60
1373468400000,4829,.1531,60
1373472000000,4188,.0992,60
1373475600000,3735,.079,60
1373479200000,3742,.0791,60
1373482800000,4202,.0891,60
1373486400000,4435,.0966,60
1373490000000,7597,.171,60
1373493600000,8174,.1422,60
1373497200000,8458,.1444,60
1373500800000,8627,.1518,60
1373504400000,8148,.2019,60
1373508000000,7881,.194,60
1373511600000,7550,.1668,60
1373515200000,5570,.0887,60
1373518800000,4807,.0784,60
1373522400000,3260,.1249,60
1373526000000,2084,.0503,60
1373529600000,1679,.0433,60
1373533200000,1316,.0381,60
1373536800000,901,.0333,60
1373540400000,898,.0334,60
1373544000000,1480,.0418,60
1373547600000,3629,.0636,60
1373551200000,5758,.0913,60
1373554800000,6124,.1002,60
1373558400000,5713,.0947,60
1373562000000,5260,.0907,60
1373565600000,5497,.0958,60
1373569200000,6092,.1071,60
1373572800000,6109,.1045,60
1373576400000,7471,.1286,60
1373580000000,8407,.1926,60
1373583600000,8247,.1979,60
1373587200000,7917,.2114,60
1373590800000,8274,.192,60
1373594400000,7803,.2034,60
1373598000000,7607,.1899,60
1373601600000,6396,.1149,60
1373605200000,4963,.0812,60
1373608800000,3279,.0779,60
1373612400000,3079,.0566,60
1373616000000,2303,.0431,60
1373619600000,1914,.039,60
1373623200000,1399,.035,60
1373626800000,1382,.0345,60
1373630400000,1850,.0442,60
1373634000000,3832,.1061,60
1373637600000,6016,.0985,60
1373641200000,6260,.1073,60
1373644800000,5550,.0985,60
1373648400000,5439,.1003,60
1373652000000,5928,.1159,60
1373655600000,6994,.1321,60
1373659200000,7253,.1261,60
1373662800000,6911,.259,60
1373666400000,7745,.2246,60
1373670000000,8182,.2039,60
1373673600000,7986,.2044,60
1373677200000,8077,.1979,60
1373680800000,7906,.1797,60
1373684400000,7597,.1931,60
1373688000000,6149,.1142,60
1373691600000,5681,.093,60
1373695200000,4919,.0795,60
1373698800000,3759,.0649,60
1373702400000,2699,.0559,60
1373706000000,2275,.0494,60
1373709600000,1555,.0396,60
1373713200000,1153,.0364,60
1373716800000,1465,.0385,60
1373720400000,1936,.0441,60
1373724000000,2636,.055,60
1373727600000,3447,.0683,60
1373731200000,4438,.0827,60
1373734800000,4972,.0887,60
1373738400000,5474,.0983,60
1373742000000,5969,.1031,60
1373745600000,6313,.1099,60
1373749200000,6535,.1146,60
1373752800000,7149,.1268,60
1373756400000,7341,.1273,60
1373760000000,5846,.1066,60
1373763600000,4470,.1208,60
1373767200000,6978,.1649,60
1373770800000,5501,.0861,60
1373774400000,5097,.0852,60
1373778000000,3557,.0685,60
1373781600000,3056,.058,60
1373785200000,1703,.0443,60
1373788800000,1226,.0382,60
1373792400000,2186,.0474,60
1373796000000,1688,.0424,60
1373799600000,1091,.0372,60
1373803200000,1220,.0381,60
1373806800000,1836,.0433,60
1373810400000,2474,.0494,60
1373814000000,3174,.0572,60
1373817600000,4220,.0684,60
1373821200000,5457,.0844,60
1373824800000,6294,.0936,60
1373828400000,7003,.1063,60
1373832000000,6876,.1041,60
1373835600000,6944,.1102,60
1373839200000,7085,.1217,60
1373842800000,7062,.1093,60
1373846400000,7022,.1104,60
1373850000000,6401,.0995,60
1373853600000,6062,.0914,60
1373857200000,5673,.0883,60
1373860800000,5470,.0861,60
1373864400000,4328,.0714,60
1373868000000,2710,.0575,60
1373871600000,2160,.0425,60
1373875200000,1520,.0352,60
1373878800000,1284,.0332,60
1373882400000,1080,.0325,60
1373886000000,1261,.0336,60
1373889600000,1827,.0442,60
1373893200000,1853,.0467,60
1373896800000,2044,.0525,60
1373900400000,2200,.0559,60
1373904000000,1933,.0518,60
1373907600000,1691,.0474,60
1373911200000,2050,.0513,60
1373914800000,2138,.0526,60
1373918400000,3165,.0635,60
1373922000000,5051,.093,60
1373925600000,5750,.1055,60
1373929200000,5550,.099,60
1373932800000,5645,.1023,60
1373936400000,5024,.0872,60
1373940000000,4041,.0735,60
1373943600000,4262,.073,60
1373947200000,3163,.0617,60
1373950800000,4086,.069,60
1373954400000,2353,.0738,60
1373958000000,2310,.1065,60
1373961600000,1904,.067,60
1373965200000,1571,.0529,60
1373968800000,1205,.0771,60
1373972400000,1431,.0505,60
1373976000000,1614,.0418,60
1373979600000,3108,.0541,60
1373983200000,4961,.0919,60
1373986800000,4242,.0954,60
1373990400000,3699,.0801,60
1373994000000,3340,.0776,60
1373997600000,3607,.0804,60
1374001200000,4154,.0948,60
1374004800000,4573,.1035,60
1374008400000,7888,.1805,60
1374012000000,8364,.1863,60
1374015600000,7708,.1616,60
1374019200000,8507,.1707,60
1374022800000,8164,.2038,60
1374026400000,7572,.1701,60
1374030000000,6640,.1395,60
1374033600000,4610,.0809,60
1374037200000,4165,.0699,60
1374040800000,3921,.0731,60
1374044400000,3382,.0595,60
1374048000000,1798,.0295,60
1374051600000,1612,.0266,60
1374055200000,1269,.0232,60
1374058800000,1403,.0257,60
1374062400000,1851,.0332,60
1374066000000,3037,.0547,60
1374069600000,4979,.093,60
1374073200000,5963,.1239,60
1374076800000,4402,.0903,60
1374080400000,4078,.0853,60
1374084000000,4487,.0956,60
1374087600000,5468,.122,60
1374091200000,6063,.1389,60
1374094800000,8078,.1799,60
1374098400000,8603,.1812,60
1374102000000,8039,.1598,60
1374105600000,8489,.1688,60
1374109200000,8153,.1577,60
1374112800000,7813,.1591,60
1374116400000,5295,.0919,60
1374120000000,4971,.0872,60
1374123600000,4503,.0776,60
1374127200000,4288,.0794,60
1374130800000,3624,.0741,60
1374134400000,2393,.0469,60
1374138000000,1788,.0393,60
1374141600000,1221,.0359,60
1374145200000,1393,.0383,60
1374148800000,1949,.046,60
1374152400000,3757,.0666,60
1374156000000,6221,.0959,60
1374159600000,6398,.1139,60
1374163200000,5821,.0991,60
1374166800000,5253,.0887,60
1374170400000,5497,.0927,60
1374174000000,5887,.1,60
1374177600000,6216,.105,60
1374181200000,7963,.1948,60
1374184800000,8512,.1974,60
1374188400000,8499,.1943,60
1374192000000,8389,.1978,60
1374195600000,7856,.1733,60
1374199200000,7991,.192,60
1374202800000,7050,.1189,60
1374206400000,6190,.0997,60
1374210000000,5853,.0916,60
1374213600000,5309,.1174,60
1374217200000,3998,.091,60
1374220800000,2567,.0507,60
1374224400000,2109,.0421,60
1374228000000,1430,.0385,60
1374231600000,1407,.0374,60
1374235200000,1988,.0455,60
1374238800000,3629,.064,60
1374242400000,5631,.0884,60
1374246000000,6320,.117,60
1374249600000,5719,.0981,60
1374253200000,5635,.1027,60
1374256800000,5853,.1162,60
1374260400000,7284,.1383,60
1374264000000,5685,.1073,60
1374267600000,7481,.1569,60
1374271200000,8398,.1972,60
1374274800000,8283,.1956,60
1374278400000,8362,.1874,60
1374282000000,8021,.1899,60
1374285600000,7693,.1917,60
1374289200000,7483,.1647,60
1374292800000,6602,.1077,60
1374296400000,7179,.1184,60
1374300000000,4992,.0799,60
1374303600000,3839,.0731,60
1374307200000,2738,.0585,60
1374310800000,3053,.0795,60
1374314400000,1795,.0451,60
1374318000000,1585,.0415,60
1374321600000,1830,.0442,60
1374325200000,2279,.0537,60
1374328800000,2822,.0583,60
1374332400000,3540,.07,60
1374336000000,4239,.0784,60
1374339600000,5218,.0937,60
1374343200000,5525,.0958,60
1374346800000,5696,.0992,60
1374350400000,6142,.1058,60
1374354000000,6496,.1124,60
1374357600000,6775,.117,60
1374361200000,7165,.1499,60
1374364800000,7490,.1872,60
1374368400000,7372,.1808,60
1374372000000,7298,.185,60
1374375600000,6001,.1033,60
1374379200000,6595,.1059,60
1374382800000,7070,.1211,60
1374386400000,5180,.0822,60
1374390000000,3698,.0634,60
1374393600000,3017,.0556,60
1374397200000,2995,.0549,60
1374400800000,1760,.0438,60
1374404400000,1164,.0379,60
1374408000000,1200,.038,60
1374411600000,1763,.0424,60
1374415200000,2560,.0504,60
1374418800000,3218,.0573,60
1374422400000,4426,.0701,60
1374426000000,5549,.0847,60
1374429600000,6112,.0914,60
1374433200000,6477,.0969,60
1374436800000,6852,.1116,60
1374440400000,7221,.1147,60
1374444000000,7635,.1385,60
1374447600000,4752,.1193,60
1374451200000,2654,.0675,60
1374454800000,3765,.0964,60
1374458400000,3491,.0902,60
1374462000000,3734,.1003,60
1374465600000,2339,.0574,60
1374469200000,2055,.051,60
1374472800000,1663,.0507,60
1374476400000,2064,.045,60
1374480000000,1562,.0377,60
1374483600000,1046,.0365,60
1374487200000,881,.0355,60
1374490800000,1140,.0369,60
1374494400000,1325,.0359,60
1374498000000,3485,.0611,60
1374501600000,5585,.0871,60
1374505200000,5065,.0907,60
1374508800000,2895,.0593,60
1374512400000,1794,.0463,60
1374516000000,3172,.0846,60
1374519600000,5407,.1355,60
1374523200000,5797,.0913,60
1374526800000,6282,.2619,60
1374530400000,8392,.201,60
1374534000000,8182,.1863,60
1374537600000,8471,.1875,60
1374541200000,8346,.191,60
1374544800000,7858,.1704,60
1374548400000,5318,.0839,60
1374552000000,4553,.0692,60
1374555600000,3634,.0527,60
1374559200000,2564,.0406,60
1374562800000,1865,.03,60
1374566400000,1048,.017,60
1374570000000,707,.0116,60
1374573600000,538,.0095,60
1374577200000,742,.0125,60
1374580800000,1581,.0255,60
1374584400000,3831,.0573,60
1374588000000,6582,.1021,60
1374591600000,6767,.1105,60
1374595200000,5706,.0914,60
1374598800000,4987,.0929,60
1374602400000,5319,.1574,60
1374606000000,5668,.1588,60
1374609600000,5977,.1584,60
1374613200000,7893,.1955,60
1374616800000,8297,.199,60
1374620400000,8254,.1924,60
1374624000000,8429,.1957,60
1374627600000,8056,.1631,60
1374631200000,7917,.1363,60
1374634800000,5749,.0889,60
1374638400000,6092,.0961,60
1374642000000,5619,.0887,60
1374645600000,3760,.0892,60
1374649200000,3543,.0767,60
1374652800000,2400,.0456,60
1374656400000,1857,.0388,60
1374660000000,1461,.036,60
1374663600000,1631,.0376,60
1374667200000,2137,.0497,60
1374670800000,3904,.067,60
1374674400000,6341,.0982,60
1374678000000,7501,.1222,60
1374681600000,6873,.1174,60
1374685200000,6334,.1071,60
