time,flow,lanes,observed_percent
1371304800000,4711,.0695,60
1371308400000,5931,.0888,60
1371312000000,6829,.1049,60
1371315600000,7410,.1191,60
1371319200000,8034,.1387,60
1371322800000,7393,.1267,60
1371326400000,7485,.1439,60
1371330000000,7646,.1443,60
1371333600000,7319,.1256,60
1371337200000,7005,.1277,60
1371340800000,7439,.1897,60
1371344400000,7394,.1936,60
1371348000000,6830,.1269,60
1371351600000,6106,.0973,60
1371355200000,6227,.1046,60
1371358800000,6238,.1057,60
1371362400000,4964,.08,60
1371366000000,2723,.0816,60
1371369600000,1616,.0267,60
1371373200000,1218,.0205,60
1371376800000,1112,.0176,60
1371380400000,2019,.0304,60
1371384000000,2787,.0398,60
1371387600000,3329,.0439,60
1371391200000,3341,.0474,60
1371394800000,4155,.0582,60
1371398400000,5592,.0827,60
1371402000000,7037,.1121,60
1371405600000,7172,.122,60
1371409200000,7092,.1198,60
1371412800000,194,.0033,60
1371416400000,0,0,60
1371420000000,0,0,60
1371423600000,0,0,60
1371427200000,0,0,60
1371430800000,0,0,60
1371434400000,0,0,60
1371438000000,0,0,60
1371441600000,0,0,60
1371445200000,0,0,60
1371448800000,0,0,60
1371452400000,0,0,60
1371456000000,0,0,60
1371459600000,637,.013,60
1371463200000,1271,.0216,60
1371466800000,3060,.0485,60
1371470400000,7225,.1263,60
1371474000000,8747,.1504,60
1371477600000,8380,.1572,60
1371481200000,8482,.1606,60
1371484800000,8106,.1644,60
1371488400000,7793,.1567,60
1371492000000,7442,.1411,60
1371495600000,6673,.1246,60
1371499200000,6606,.1098,60
1371502800000,6615,.1076,60
1371506400000,6391,.1039,60
1371510000000,7324,.1262,60
1371513600000,7438,.1933,60
1371517200000,6855,.178,60
1371520800000,5121,.076,60
1371524400000,4031,.0596,60
1371528000000,3924,.0629,60
1371531600000,3360,.0519,60
1371535200000,1994,.035,60
1371538800000,1261,.027,60
1371542400000,859,.0189,60
1371546000000,830,.0201,60
1371549600000,1290,.0381,60
1371553200000,2950,.0472,60
1371556800000,7022,.1214,60
1371560400000,8890,.1848,60
1371564000000,8316,.1709,60
1371567600000,7187,.2662,60
1371571200000,7960,.1681,60
1371574800000,7191,.1493,60
1371578400000,4905,.1107,60
1371582000000,4944,.101,60
1371585600000,4320,.0723,60
1371589200000,6898,.1143,60
1371592800000,6464,.1193,60
1371596400000,7341,.1321,60
1371600000000,7377,.2186,60
1371603600000,7414,.1959,60
1371607200000,5509,.1756,60
1371610800000,3988,.0591,60
1371614400000,3968,.0623,60
1371618000000,3668,.0581,60
1371621600000,2080,.0353,60
1371625200000,1304,.0279,60
1371628800000,914,.0201,60
1371632400000,871,.0192,60
1371636000000,1015,.0487,45
1371639600000,2858,.0447,60
1371643200000,7107,.1211,60
1371646800000,8916,.1694,60
1371650400000,8566,.1629,60
1371654000000,8513,.1653,60
1371657600000,8157,.1602,60
1371661200000,8090,.1639,60
1371664800000,7821,.1541,60
1371668400000,7849,.1557,60
1371672000000,7699,.1637,60
1371675600000,6655,.1184,60
1371679200000,6320,.1011,60
1371682800000,6639,.1987,60
1371686400000,6775,.2815,60
1371690000000,6570,.264,60
1371693600000,6005,.0992,60
1371697200000,4362,.0633,60
1371700800000,4236,.0678,60
1371704400000,4008,.0613,60
1371708000000,2330,.0364,60
1371711600000,1396,.0237,60
1371715200000,886,.0158,60
1371718800000,907,.0186,60
1371722400000,1348,.0243,60
1371726000000,2904,.0451,60
1371733200000,7914,.1536,55
1371736800000,8657,.1654,60
1371740400000,8423,.1608,60
1371744000000,8259,.1694,60
1371747600000,8015,.1655,60
1371751200000,7886,.1536,60
1371754800000,7148,.1321,60
1371758400000,6763,.1137,60
1371762000000,7070,.121,60
1371765600000,6903,.1143,60
1371769200000,7573,.1369,60
1371772800000,6099,.3128,60
1371776400000,2539,.2501,60
1371780000000,0,0,60
1371783600000,0,0,60
1371787200000,0,0,60
1371790800000,1526,.0233,60
1371794400000,2557,.043,60
1371798000000,1502,.0277,60
1371801600000,987,.0199,60
1371805200000,951,.0199,60
1371808800000,1305,.0273,60
1371812400000,2877,.0499,60
1371816000000,6983,.1204,60
1371819600000,8632,.15,60
1371823200000,8446,.1591,60
1371826800000,8227,.1602,60
