time,flow,lanes,observed_percent
1372687200000,2505,36,0
1372690800000,2607,36,0
1372694400000,2480,36,0
1372698000000,2353,36,0
1372701600000,2328,36,0
1372705200000,2426,36,0
1372708800000,2432,36,0
1372712400000,2621,36,0
1372716000000,2800,36,0
1372719600000,2938,36,0
1372723200000,3077,36,0
1372726800000,2590,36,0
1372730400000,1939,36,0
1372734000000,1515,36,0
1372737600000,1298,36,0
1372741200000,956,36,0
1372744800000,591,36,0
1372748400000,331,36,0
1372752000000,203,36,0
1372755600000,163,36,0
1372759200000,185,36,0
1372762800000,360,36,0
1372766400000,929,36,0
1372770000000,1712,36,0
1372773600000,2579,36,0
1372777200000,2746,36,0
1372780800000,2550,36,0
1372784400000,2365,36,0
1372788000000,2320,36,0
1372791600000,2399,36,0
1372795200000,2453,36,0
1372798800000,2681,36,0
1372802400000,2888,36,0
1372806000000,3033,36,0
1372809600000,3174,36,0
1372813200000,2723,36,0
1372816800000,2019,36,0
1372820400000,1565,36,0
1372824000000,1365,36,0
1372827600000,994,36,0
1372831200000,615,36,0
1372834800000,931,36,0
1372838400000,736,36,0
1372842000000,585,36,0
1372845600000,552,36,0
1372849200000,628,36,0
1372852800000,960,36,0
1372856400000,1401,36,0
1372860000000,1667,36,0
1372863600000,1472,36,0
1372867200000,2262,36,0
1372870800000,2338,36,0
1372874400000,1517,36,0
1372878000000,1647,36,0
1372881600000,1863,36,0
1372885200000,2035,36,0
1372888800000,2222,36,0
1372892400000,2481,36,0
1372896000000,1910,36,0
1372899600000,1912,36,0
1372903200000,2186,36,0
1372906800000,2250,36,0
1372910400000,1913,36,0
1372914000000,1778,36,0
1372917600000,1386,36,0
1372921200000,1158,36,0
1372924800000,896,36,0
1372928400000,783,36,0
1372932000000,693,36,0
1372935600000,725,36,0
1372939200000,810,36,0
1372942800000,1099,36,0
1372946400000,1253,36,0
1372950000000,1255,36,0
1372953600000,1340,36,0
1372957200000,845,36,0
1372960800000,492,36,0
1372964400000,492,36,0
1372968000000,492,36,0
1372971600000,492,36,0
1372975200000,492,36,0
1372978800000,492,36,0
1372982400000,492,36,0
1372986000000,492,36,0
1372989600000,492,36,0
1372993200000,492,36,0
1372996800000,492,36,0
1373000400000,492,36,0
1373004000000,492,36,0
1373007600000,414,36,0
1373011200000,261,36,0
1373014800000,212,36,0
1373018400000,209,36,0
1373022000000,362,36,0
1373025600000,874,36,0
1373029200000,1616,36,0
1373032800000,2381,36,0
1373036400000,2635,36,0
1373040000000,2597,36,0
1373043600000,2522,36,0
1373047200000,2591,36,0
1373050800000,2683,36,0
1373054400000,2685,36,0
1373058000000,2838,36,0
1373061600000,2982,36,0
1373065200000,3077,36,0
1373068800000,3114,36,0
1373072400000,2841,36,0
1373076000000,2299,36,0
1373079600000,1813,36,0
1373083200000,1591,36,0
1373086800000,1361,36,0
1373090400000,958,36,0
1373094000000,575,36,0
1373097600000,377,36,0
1373101200000,283,36,0
1373104800000,228,36,0
1373108400000,248,36,0
