time,flow,lanes,observed_percent
1372687200000,5689,60,100
1372690800000,5616,60,100
1372694400000,4759,60,100
1372698000000,5243,60,100
1372701600000,5242,60,100
1372705200000,5684,60,100
1372708800000,6854,60,100
1372712400000,5055,60,100
1372716000000,0,60,100
1372719600000,0,60,100
1372723200000,0,60,100
1372726800000,0,60,100
1372730400000,0,60,100
1372734000000,0,60,100
1372737600000,0,60,100
1372741200000,0,60,100
1372744800000,0,60,100
1372748400000,0,60,100
1372752000000,0,60,100
1372755600000,0,60,100
1372759200000,0,60,100
1372762800000,507,60,100
1372766400000,1967,60,100
1372770000000,4069,60,100
1372773600000,5804,60,100
1372777200000,6273,60,100
1372780800000,5113,60,100
1372784400000,5277,60,100
1372788000000,5489,60,100
1372791600000,6037,60,100
1372795200000,7517,60,100
1372798800000,8059,60,100
1372802400000,7674,60,100
1372806000000,6956,60,100
1372809600000,7307,60,100
1372813200000,7107,60,100
1372816800000,6963,60,100
1372820400000,6259,60,100
1372824000000,6665,60,100
1372827600000,4989,60,100
1372831200000,3610,60,100
1372834800000,2256,60,100
1372838400000,1374,60,100
1372842000000,983,60,100
1372845600000,650,60,100
1372849200000,858,60,100
1372852800000,1887,60,100
1372856400000,3625,60,100
1372860000000,5676,60,100
1372863600000,5945,60,100
1372867200000,4559,60,25
1372870800000,4567,60,8
1372874400000,5840,60,100
1372878000000,6651,60,100
1372881600000,7257,60,100
1372885200000,7255,60,100
1372888800000,7541,60,100
1372892400000,7499,60,100
1372896000000,7607,60,100
1372899600000,7749,60,100
1372903200000,7248,60,100
1372906800000,6939,60,100
1372910400000,6553,60,100
1372914000000,6430,60,100
1372917600000,4529,60,100
1372921200000,2828,60,100
1372924800000,1793,60,100
1372928400000,1641,60,100
1372932000000,1049,60,100
1372935600000,792,60,100
1372939200000,1212,60,100
1372942800000,1985,60,100
1372946400000,2829,60,100
1372950000000,3363,60,100
1372953600000,4818,60,100
1372957200000,6041,60,100
1372960800000,6722,60,100
1372964400000,6926,60,100
1372968000000,6186,60,100
1372971600000,6348,60,100
1372975200000,6467,60,100
1372978800000,5671,60,100
1372982400000,5099,60,100
1372986000000,4615,60,100
1372989600000,4270,60,100
1372993200000,4120,60,100
1372996800000,3604,60,98
1373000400000,5501,60,100
1373004000000,5721,60,100
1373007600000,4570,60,100
1373011200000,2729,60,100
1373014800000,1159,60,100
1373018400000,705,60,100
1373022000000,634,60,100
1373025600000,1259,60,100
1373029200000,2630,60,100
1373032800000,4046,60,100
1373036400000,4458,60,100
1373040000000,4922,60,100
1373043600000,5305,60,100
1373047200000,5846,60,100
1373050800000,6340,60,100
1373054400000,7099,60,100
1373058000000,7582,60,100
1373061600000,7750,60,100
1373065200000,7069,60,100
1373068800000,7148,60,100
1373072400000,6925,60,100
1373076000000,6783,60,100
1373079600000,5756,60,100
1373083200000,5432,60,100
1373086800000,6138,60,100
1373090400000,5017,60,100
1373094000000,2852,60,100
1373097600000,1927,60,100
1373101200000,1859,60,100
1373104800000,967,60,100
1373108400000,643,60,100
1373112000000,918,60,100
1373115600000,1515,60,100
1373119200000,2439,60,100
1373122800000,3159,60,100
1373126400000,4059,60,100
1373130000000,5388,60,100
1373133600000,6377,60,100
1373137200000,6279,60,100
1373140800000,6272,60,100
1373144400000,7004,60,100
1373148000000,7390,60,100
